,carat,cut,color,clarity,depth,table,price,x,y,z
42511,0.51,Ideal,F,SI1,61.2,56.0,1322,5.19,5.21,3.18
13426,1.01,Premium,H,VS1,61.1,58.0,5515,6.48,6.45,3.95
17397,0.34,Premium,E,SI1,59.3,58.0,612,4.59,4.55,2.71
17407,1.2,Very Good,F,SI1,62.7,58.0,6973,6.74,6.72,4.22
2032,0.9,Premium,H,SI2,59.6,59.0,3105,6.38,6.24,3.76
35150,0.32,Ideal,E,VVS1,61.3,57.0,890,4.42,4.45,2.72
46469,0.7,Very Good,I,SI2,63.4,59.0,1775,5.66,5.57,3.56
22264,1.15,Ideal,F,VS1,61.1,55.0,10316,6.76,6.82,4.15
39917,0.42,Very Good,E,VS1,62.1,55.0,1105,4.81,4.85,3.0
24653,1.7,Premium,H,VS2,62.8,58.0,12992,7.57,7.52,4.74
29901,0.4,Very Good,G,SI1,61.0,56.0,711,4.77,4.8,2.92
53677,0.71,Premium,E,VS2,59.0,59.0,2711,5.78,5.88,3.44
22253,1.18,Ideal,G,VVS2,61.3,55.0,10308,6.86,6.81,4.19
46041,0.55,Premium,D,SI1,61.7,59.0,1728,5.3,5.23,3.25
13484,1.2,Ideal,I,SI1,62.4,57.0,5535,6.75,6.8,4.23
44507,0.52,Ideal,D,SI1,62.7,56.0,1600,5.14,5.17,3.23
27862,0.31,Ideal,I,IF,62.2,54.0,652,4.36,4.39,2.72
50416,0.71,Ideal,H,SI2,59.4,57.0,2258,5.87,5.81,3.47
9553,1.1,Premium,I,SI1,62.0,59.0,4620,6.59,6.54,4.07
7937,1.05,Premium,G,SI2,61.3,58.0,4318,6.6,6.55,4.03
27736,2.03,Very Good,H,SI1,63.0,60.0,18781,8.0,7.93,5.02
15090,1.21,Premium,E,SI2,58.8,58.0,6065,7.07,6.91,4.11
45361,0.54,Very Good,G,VS1,61.6,54.0,1665,5.26,5.3,3.25
22917,1.5,Very Good,H,VS2,62.8,57.0,10959,7.25,7.3,4.57
30957,0.32,Ideal,I,VS2,62.5,57.0,449,4.35,4.39,2.73
28817,0.31,Ideal,D,VS1,62.0,54.0,683,4.35,4.36,2.7
46648,0.3,Very Good,G,VS2,63.0,55.0,526,4.29,4.31,2.71
8564,1.01,Very Good,G,SI2,62.1,60.0,4435,6.38,6.35,3.95
2185,1.0,Ideal,H,I1,61.3,57.0,3136,6.44,6.41,3.94
45501,0.51,Ideal,F,VS1,60.4,56.0,1680,5.18,5.21,3.14
47392,0.54,Ideal,E,VS2,61.9,57.0,1847,5.23,5.2,3.23
5636,1.02,Very Good,J,SI1,63.1,60.0,3879,6.35,6.4,4.02
28282,0.23,Ideal,G,SI1,62.0,54.0,364,3.95,3.99,2.46
19857,1.5,Very Good,J,VVS1,62.3,62.0,8415,7.16,7.23,4.48
28337,0.33,Premium,G,VS1,61.3,58.0,666,4.42,4.45,2.72
49445,0.7,Ideal,I,SI1,61.9,58.0,2110,5.66,5.68,3.51
6320,1.11,Premium,I,SI2,61.2,61.0,4028,6.69,6.65,4.08
20230,1.5,Very Good,I,VS2,58.4,61.0,8662,7.42,7.48,4.35
50323,0.71,Good,G,SI1,64.1,58.0,2240,5.6,5.63,3.6
44313,0.34,Very Good,H,VS2,60.0,58.0,521,4.52,4.56,2.72
24078,1.51,Premium,H,VVS1,60.6,60.0,12224,7.4,7.42,4.49
1567,0.73,Ideal,H,VVS1,61.6,57.0,3005,5.81,5.78,3.57
46276,0.55,Ideal,F,VS1,62.3,53.0,1754,5.28,5.31,3.3
27877,0.41,Ideal,E,SI2,61.5,58.0,654,4.79,4.83,2.96
11087,1.2,Ideal,J,VS2,62.3,57.0,4927,6.82,6.75,4.23
7061,0.33,Premium,I,VVS2,61.0,59.0,579,4.41,4.44,2.7
33543,0.35,Ideal,E,VS1,61.9,56.0,829,4.51,4.53,2.8
33173,0.43,Ideal,G,SI1,61.7,55.0,818,4.89,4.87,3.01
41958,0.23,Very Good,E,VVS2,60.8,61.0,505,3.91,3.94,2.39
28701,0.3,Very Good,G,VVS1,61.1,57.0,680,4.33,4.37,2.66
5152,1.01,Good,F,SI2,64.0,56.0,3768,6.25,6.32,4.02
9140,0.93,Very Good,E,SI1,62.5,58.0,4537,6.18,6.24,3.88
42921,0.53,Fair,E,SI1,64.5,53.0,1363,5.16,5.15,3.33
21419,1.52,Premium,H,SI1,61.0,58.0,9527,7.39,7.44,4.52
21249,1.34,Ideal,G,VS2,61.9,56.0,9401,7.1,7.05,4.38
1373,0.7,Ideal,I,VVS1,61.8,56.0,2966,5.69,5.73,3.53
33110,0.31,Premium,E,VS1,61.9,56.0,816,4.37,4.32,2.69
24696,0.3,Very Good,G,VVS2,59.7,63.0,638,4.34,4.37,2.6
45289,0.51,Premium,E,VS2,59.3,58.0,1662,5.23,5.2,3.09
34684,0.4,Ideal,G,SI1,61.8,57.0,873,4.74,4.78,2.94
5050,0.31,Good,H,SI1,63.6,57.0,573,4.33,4.32,2.75
16699,0.3,Good,H,SI1,63.7,56.0,421,4.2,4.22,2.68
29908,0.35,Good,E,VS2,57.8,60.0,711,4.64,4.67,2.69
39687,0.4,Premium,F,VVS2,62.2,59.0,1088,4.65,4.7,2.91
36114,0.42,Premium,E,SI1,61.5,58.0,926,4.84,4.78,2.96
53346,0.57,Ideal,F,IF,61.3,56.0,2656,5.32,5.36,3.28
2502,0.83,Ideal,F,SI1,62.1,55.0,3198,6.05,6.0,3.74
24335,1.53,Premium,G,VS2,61.8,59.0,12602,7.31,7.45,4.56
12829,1.02,Fair,E,VS2,66.6,57.0,5350,6.09,6.14,4.07
37118,0.42,Premium,D,SI1,61.5,58.0,970,4.83,4.8,2.96
9061,1.0,Fair,E,SI2,65.2,59.0,4516,6.28,6.27,4.09
33442,0.32,Ideal,G,VS1,62.8,54.0,828,4.41,4.38,2.76
35192,0.31,Ideal,G,IF,62.1,54.0,891,4.35,4.38,2.71
37734,0.5,Very Good,F,SI2,62.2,54.0,997,5.08,5.14,3.18
16540,0.63,Ideal,D,IF,62.5,55.0,6607,5.5,5.47,3.43
20656,1.04,Premium,F,VVS2,62.5,58.0,8946,6.46,6.37,4.01
7170,0.92,Premium,E,SI1,59.4,62.0,4183,6.3,6.24,3.73
21563,1.51,Very Good,G,SI1,63.4,58.0,9664,7.19,7.3,4.59
45267,0.54,Ideal,D,SI1,62.1,56.0,1662,5.21,5.25,3.25
41117,0.4,Ideal,F,VVS2,61.6,56.0,1196,4.73,4.77,2.93
2527,0.7,Very Good,F,VVS2,60.5,60.0,3205,5.7,5.73,3.46
17063,0.32,Premium,G,SI1,62.6,58.0,612,4.37,4.35,2.73
52498,0.5,Premium,D,VVS1,61.5,58.0,2525,5.12,5.06,3.13
42547,0.85,Fair,H,I1,66.7,59.0,1324,5.86,5.78,3.88
41370,0.51,Good,G,SI1,63.6,55.0,1220,5.03,5.06,3.21
35385,0.41,Ideal,G,VS1,61.4,55.0,899,4.78,4.8,2.94
3849,0.8,Good,F,VS1,59.0,60.9,3477,6.03,6.04,3.56
44863,0.51,Very Good,H,VS1,60.7,56.0,1628,5.16,5.2,3.15
17372,0.32,Good,D,SI2,63.9,58.0,612,4.33,4.31,2.76
35734,0.3,Ideal,D,VS2,62.3,56.0,911,4.32,4.29,2.68
26004,2.02,Ideal,J,VS1,61.9,58.0,15231,8.06,8.1,5.0
33085,0.32,Ideal,D,VS1,61.4,57.0,814,4.4,4.43,2.71
5294,1.01,Premium,E,SI2,60.4,57.0,3801,6.53,6.49,3.93
11784,1.13,Very Good,E,SI1,60.8,58.0,5086,6.71,6.77,4.1
38899,0.33,Ideal,E,VVS1,60.2,57.0,1052,4.5,4.47,2.7
27449,2.51,Very Good,I,SI2,62.3,57.0,18090,8.69,8.76,5.44
48175,0.72,Premium,J,VS2,61.4,58.0,1944,5.76,5.74,3.53
27849,0.31,Ideal,H,VVS2,61.7,55.8,652,4.35,4.39,2.69
1014,0.81,Premium,E,SI2,62.5,59.0,2901,5.97,5.9,3.71
10256,0.81,Ideal,G,IF,62.4,54.0,4751,5.93,5.99,3.72
28761,0.31,Ideal,E,VS2,62.4,54.0,680,4.31,4.35,2.7
3750,0.74,Ideal,D,VS2,62.2,56.0,3454,5.79,5.81,3.61
10992,1.12,Very Good,I,VS2,63.9,52.0,4914,6.58,6.65,4.23
37662,0.42,Ideal,F,SI1,62.0,57.0,992,4.83,4.81,2.99
23283,1.61,Premium,G,SI1,62.6,58.0,11303,7.48,7.45,4.67
14621,1.5,Very Good,J,SI2,58.7,60.0,5902,7.46,7.54,4.4
44101,0.55,Premium,G,VS2,60.3,62.0,1556,5.33,5.29,3.2
5466,0.91,Very Good,D,SI2,63.9,56.0,3837,6.06,6.09,3.88
49877,0.7,Very Good,H,SI1,63.4,61.0,2176,5.62,5.58,3.55
41685,0.5,Premium,E,SI2,61.4,58.0,1240,5.11,5.09,3.13
50721,0.71,Premium,I,VS2,62.1,59.0,2294,5.7,5.73,3.55
51960,0.3,Ideal,G,VS2,62.6,58.0,545,4.25,4.28,2.67
4761,0.9,Fair,D,SI1,64.8,59.0,3689,6.1,6.03,3.93
48766,0.5,Ideal,F,VVS1,62.0,58.0,2018,5.06,5.07,3.14
53603,0.7,Ideal,F,SI1,61.3,57.0,2700,5.75,5.71,3.51
13737,0.32,Ideal,F,SI1,60.6,57.0,604,4.45,4.49,2.71
28874,0.32,Ideal,J,IF,62.2,56.0,684,4.41,4.37,2.73
31421,0.34,Ideal,F,VS1,61.7,55.0,764,4.51,4.53,2.79
48883,0.73,Premium,J,VS1,61.3,61.0,2037,5.83,5.78,3.56
23735,2.01,Very Good,H,SI2,63.4,60.0,11780,7.97,7.89,5.03
45468,0.5,Ideal,E,VS2,62.9,55.0,1676,5.11,5.07,3.2
23943,2.03,Premium,J,SI2,61.7,61.0,12078,8.18,8.04,5.0
33880,0.3,Ideal,E,VS2,62.6,56.0,844,4.33,4.29,2.7
21050,0.31,Premium,F,VS2,59.3,60.0,625,4.39,4.41,2.61
34710,0.37,Ideal,D,SI1,61.5,57.0,874,4.63,4.6,2.84
33641,0.38,Ideal,G,VS1,61.8,56.0,833,4.64,4.65,2.87
22271,1.13,Ideal,F,VVS2,61.4,56.0,10327,6.77,6.72,4.14
26516,2.12,Very Good,H,SI2,62.3,59.0,16151,8.15,8.19,5.09
28296,0.3,Ideal,G,SI1,60.6,56.0,432,4.35,4.4,2.65
33087,0.29,Very Good,F,IF,59.9,56.0,815,4.35,4.37,2.61
37571,0.5,Very Good,J,SI1,62.8,58.0,990,5.05,5.08,3.18
19693,0.3,Ideal,G,VS1,62.4,57.0,624,4.3,4.32,2.69
19244,1.0,Ideal,G,VVS2,62.8,57.0,7979,6.37,6.43,4.02
13086,1.03,Ideal,H,SI1,61.7,57.0,5418,6.47,6.53,4.01
52396,0.58,Ideal,F,VVS2,62.2,56.0,2509,5.32,5.35,3.32
50604,0.7,Premium,G,SI1,61.6,58.0,2285,5.71,5.65,3.5
3338,0.9,Premium,G,SI2,58.3,60.0,3377,6.39,6.33,3.71
42968,0.5,Ideal,I,VVS2,61.2,56.0,1367,5.13,5.16,3.15
37241,0.5,Good,F,SI1,64.3,57.0,975,5.03,4.94,3.21
46180,0.5,Premium,G,VS1,62.2,59.0,1746,5.09,5.04,3.15
19055,1.01,Premium,E,VS1,62.9,60.0,7839,6.36,6.32,3.99
18960,1.23,Very Good,D,SI1,59.7,58.0,7799,6.96,7.02,4.17
44733,0.57,Very Good,G,VS2,62.2,60.0,1617,5.28,5.3,3.29
10761,1.01,Ideal,E,SI1,60.7,57.0,4853,6.52,6.49,3.95
51535,0.81,Ideal,I,SI2,61.7,59.0,2386,5.92,6.0,3.68
5222,1.01,Premium,I,SI1,62.8,58.0,3782,6.4,6.34,4.0
17058,0.34,Premium,E,SI2,61.7,61.0,612,4.51,4.47,2.77
20280,1.5,Very Good,F,SI2,63.1,63.0,8702,7.27,7.21,4.57
1102,0.71,Premium,D,SI1,60.6,58.0,2913,5.77,5.79,3.5
23625,1.54,Very Good,F,SI1,58.8,60.0,11650,7.54,7.59,4.45
23411,1.28,Ideal,G,IF,62.0,55.6,11401,6.94,6.96,4.31
17597,1.21,Ideal,I,VVS1,61.6,55.0,7086,6.88,6.8,4.21
31697,0.38,Premium,F,SI2,61.0,61.0,770,4.67,4.61,2.83
10899,1.02,Very Good,H,SI1,63.4,57.0,4884,6.42,6.36,4.05
41155,0.4,Ideal,G,IF,61.2,56.0,1199,4.74,4.77,2.91
35151,0.31,Ideal,E,VVS1,61.7,56.0,890,4.38,4.41,2.71
38841,0.39,Fair,E,VS2,65.4,57.0,1049,4.61,4.54,2.99
30933,0.24,Very Good,H,VVS2,61.4,57.0,449,4.02,4.04,2.47
37257,0.31,Ideal,G,VVS1,62.8,57.0,977,4.33,4.3,2.71
44492,0.53,Ideal,G,VS2,60.9,57.0,1598,5.25,5.26,3.2
45160,0.5,Premium,D,SI1,60.7,61.0,1654,5.12,5.09,3.1
31343,0.27,Ideal,F,VVS2,62.7,55.0,760,4.1,4.12,2.58
44981,0.31,Premium,G,SI2,61.8,59.0,523,4.34,4.3,2.67
41279,0.27,Very Good,G,VVS2,61.0,56.0,504,4.19,4.22,2.56
37197,0.39,Ideal,G,VVS2,61.1,56.0,974,4.7,4.72,2.88
41878,0.5,Good,D,SI1,63.9,56.0,1257,5.02,4.93,3.18
24681,1.74,Premium,I,VS1,62.5,57.0,13037,7.71,7.67,4.81
33744,0.31,Ideal,F,VVS1,61.1,55.0,840,4.38,4.39,2.68
11730,1.44,Very Good,E,I1,61.1,62.0,5068,7.15,7.23,4.39
38465,0.35,Ideal,E,VVS1,60.7,55.0,1030,4.56,4.6,2.78
48744,0.71,Good,D,SI2,56.6,63.0,2015,5.9,5.76,3.3
38398,0.39,Premium,D,VS2,60.2,59.0,1024,4.76,4.74,2.86
35068,0.32,Very Good,F,VVS1,61.5,56.0,886,4.38,4.4,2.7
38765,0.31,Premium,E,VVS2,61.4,60.0,1046,4.36,4.34,2.67
31446,0.4,Very Good,I,SI1,63.2,54.0,765,4.69,4.67,2.96
48913,0.58,Ideal,E,VS1,62.2,55.0,2041,5.38,5.42,3.36
50107,0.51,Ideal,G,IF,61.4,54.0,2208,5.18,5.24,3.2
31478,0.34,Ideal,H,VS1,62.7,57.0,765,4.48,4.45,2.8
19165,1.22,Ideal,G,VS2,62.0,55.0,7923,6.83,6.91,4.26
42090,0.55,Ideal,E,SI2,62.0,56.0,1273,5.27,5.22,3.25
38477,0.42,Ideal,G,VVS2,62.1,57.0,1031,4.77,4.8,2.97
6391,0.77,Premium,D,VS1,59.4,59.0,4037,5.96,6.0,3.55
28846,0.41,Premium,D,SI2,62.4,60.0,683,4.71,4.77,2.96
22522,1.53,Ideal,I,VS1,61.5,55.0,10560,7.4,7.42,4.56
26237,1.04,Premium,D,IF,60.6,56.0,15671,6.6,6.54,3.98
49517,0.57,Ideal,D,VS1,61.5,54.0,2122,5.36,5.38,3.3
34430,0.3,Ideal,G,IF,62.1,53.0,863,4.3,4.33,2.68
14131,1.1,Premium,H,VS2,62.5,58.0,5729,6.59,6.54,4.1
46191,0.52,Very Good,D,VS2,62.8,58.0,1749,5.11,5.14,3.22
77,0.26,Very Good,D,VVS2,62.4,54.0,554,4.08,4.13,2.56
12388,0.28,Ideal,F,VS1,60.2,56.0,598,4.3,4.31,2.59
19887,1.24,Very Good,H,VVS2,61.3,55.0,8438,6.94,6.96,4.26
25491,1.54,Ideal,G,VS1,61.2,56.0,14278,7.45,7.46,4.57
19695,0.4,Ideal,I,SI1,62.3,55.0,624,4.72,4.75,2.95
13122,1.01,Fair,D,SI1,64.7,57.0,5430,6.33,6.25,4.07
18388,0.29,Very Good,E,VS1,59.2,58.0,619,4.36,4.39,2.59
30049,0.41,Very Good,G,SI1,62.7,55.0,719,4.77,4.8,3.0
26640,2.04,Very Good,I,SI1,63.6,60.0,16420,7.97,7.86,5.03
41540,0.42,Ideal,D,VS1,61.1,57.0,1235,4.84,4.81,2.95
12983,1.11,Ideal,G,SI2,61.7,57.0,5395,6.69,6.65,4.12
36991,0.54,Ideal,I,SI2,61.8,54.0,964,5.24,5.27,3.25
21276,1.27,Ideal,G,VS1,59.6,57.0,9431,7.09,7.06,4.22
26388,2.01,Fair,H,VS2,66.1,53.0,15888,7.82,7.92,5.2
17972,1.01,Very Good,G,VVS2,63.2,59.0,7267,6.35,6.27,3.99
34092,0.31,Ideal,D,VS2,61.8,55.0,852,4.33,4.36,2.69
23294,1.26,Ideal,E,VS1,61.2,56.0,11323,6.97,6.93,4.25
16779,1.02,Ideal,G,VS1,62.2,56.0,6683,6.46,6.4,4.0
19945,1.07,Ideal,G,VVS2,61.8,55.0,8491,6.57,6.61,4.07
45529,0.5,Premium,E,VS2,59.3,62.0,1684,5.25,5.18,3.09
16436,1.01,Good,D,VS2,62.5,62.0,6563,6.26,6.34,3.94
2425,0.95,Premium,G,SI2,59.8,60.0,3181,6.36,6.34,3.8
31419,0.4,Ideal,H,VS2,61.8,54.5,764,4.74,4.77,2.94
43398,0.64,Fair,I,VS2,55.3,69.0,1411,5.85,5.69,3.19
37710,0.47,Premium,G,SI1,62.7,58.0,995,4.99,4.97,3.12
17441,1.01,Very Good,E,VS1,62.0,57.0,6996,6.46,6.38,3.98
41839,0.59,Very Good,H,SI2,61.2,60.0,1254,5.38,5.43,3.31
47514,0.55,Very Good,D,VS2,59.8,57.0,1867,5.31,5.35,3.19
28111,0.36,Ideal,D,SI1,62.0,56.0,663,4.55,4.61,2.84
4604,0.73,Ideal,E,VS1,60.9,55.8,3660,5.8,5.85,3.55
29563,0.4,Very Good,E,VS2,62.5,56.0,705,4.66,4.72,2.93
20162,1.06,Ideal,F,VVS2,61.1,57.0,8619,6.57,6.62,4.03
5101,0.86,Fair,G,VS1,64.6,58.8,3756,5.95,6.04,3.87
20121,1.24,Ideal,G,VS1,61.9,54.0,8584,6.89,6.92,4.27
42472,0.5,Very Good,I,VS1,61.5,55.0,1317,5.12,5.16,3.16
35306,0.3,Ideal,I,VS1,62.5,54.0,473,4.29,4.32,2.69
1589,0.71,Very Good,E,VS1,63.4,58.0,3009,5.64,5.68,3.59
44588,0.59,Ideal,E,SI1,62.0,57.0,1607,5.36,5.39,3.33
8233,1.12,Premium,I,SI1,61.1,59.0,4373,6.66,6.69,4.08
1311,0.7,Ideal,F,VS2,60.8,57.0,2956,5.75,5.77,3.5
27083,2.05,Ideal,J,VVS2,62.7,56.0,17214,8.18,8.11,5.11
4532,0.91,Premium,E,SI2,62.8,61.0,3639,6.09,6.07,3.82
50845,0.72,Good,G,VS2,63.4,53.0,2311,5.72,5.79,3.64
50278,0.7,Very Good,E,SI1,60.3,58.0,2239,5.73,5.85,3.49
52845,0.7,Ideal,E,SI1,62.3,56.0,2575,5.68,5.72,3.55
40667,0.44,Ideal,G,VVS2,61.8,56.0,1155,4.94,4.9,3.04
22511,1.51,Premium,H,VS2,63.0,58.0,10548,7.34,7.27,4.6
27648,2.03,Ideal,F,SI2,61.6,55.0,18578,8.19,8.14,5.03
26059,1.52,Very Good,G,VVS2,62.9,59.0,15265,7.25,7.29,4.57
9386,0.32,Good,D,SI1,63.3,57.0,589,4.37,4.38,2.77
41516,0.44,Ideal,D,VS1,61.1,56.0,1235,4.91,4.95,3.01
23818,1.2,Ideal,E,VVS2,61.5,57.0,11883,6.79,6.89,4.21
1956,0.76,Ideal,E,SI1,62.4,57.0,3087,5.83,5.87,3.65
15421,1.01,Premium,F,VS1,62.6,58.0,6176,6.48,6.37,4.02
1489,0.72,Ideal,F,VS2,62.1,54.0,2989,5.76,5.8,3.59
22858,1.51,Very Good,E,SI1,63.5,57.0,10891,7.28,7.23,4.61
70,0.24,Very Good,D,VVS1,61.5,60.0,553,3.97,4.0,2.45
23692,1.5,Good,D,SI1,63.1,57.0,11756,7.24,7.31,4.59
1247,0.71,Very Good,E,VS1,63.3,59.0,2946,5.64,5.67,3.58
45692,0.51,Ideal,E,VS1,61.8,55.0,1697,5.15,5.18,3.19
16398,1.51,Very Good,J,SI2,61.9,59.0,6546,7.26,7.31,4.51
44649,0.28,Very Good,G,VVS2,62.5,53.0,522,4.18,4.21,2.62
35256,0.4,Ideal,E,VVS2,61.1,57.0,895,4.77,4.79,2.92
50481,0.55,Ideal,F,VVS2,62.0,55.0,2268,5.26,5.29,3.27
24903,1.51,Ideal,F,SI1,61.7,56.0,13334,7.35,7.41,4.55
2627,0.51,Ideal,E,VVS1,61.3,56.0,3226,5.21,5.13,3.17
53518,0.72,Very Good,E,SI1,61.6,58.0,2688,5.74,5.78,3.55
10245,1.01,Good,H,SI1,63.4,59.0,4749,6.28,6.34,4.0
1972,0.72,Ideal,E,VS2,60.8,57.0,3091,5.79,5.82,3.53
45684,0.55,Good,E,VS2,59.8,61.0,1695,5.29,5.32,3.17
50822,0.72,Ideal,E,SI2,61.8,55.0,2308,5.77,5.75,3.56
19670,1.1,Ideal,F,VS1,61.7,57.0,8279,6.67,6.65,4.11
24923,2.13,Fair,H,SI2,64.5,58.0,13370,8.09,8.01,5.19
17168,1.06,Ideal,D,VS2,62.5,54.0,6856,6.53,6.6,4.1
45288,0.51,Premium,G,VS1,62.2,58.0,1662,5.11,5.09,3.17
49163,0.75,Premium,G,SI2,58.8,60.0,2070,5.99,5.89,3.49
125,0.7,Premium,F,VS2,61.6,60.0,2762,5.65,5.59,3.46
18030,0.35,Ideal,I,VVS2,62.3,57.0,614,4.49,4.53,2.81
48315,0.25,Ideal,E,VS2,62.1,57.0,535,4.02,4.06,2.5
14640,1.38,Premium,J,SI1,59.0,59.0,5912,7.38,7.32,4.34
13271,1.0,Fair,G,VS2,63.7,55.0,5484,6.28,6.21,3.98
5225,0.69,Ideal,F,VVS1,61.6,56.0,3784,5.69,5.71,3.51
42513,0.52,Very Good,D,SI1,62.7,56.0,1323,5.08,5.13,3.2
17798,1.02,Ideal,F,VS2,62.3,56.0,7175,6.39,6.54,4.0
25111,1.23,Ideal,D,VVS2,62.4,55.0,13653,6.87,6.82,4.27
15403,1.02,Premium,G,VS2,59.2,59.0,6169,6.66,6.58,3.92
31827,0.34,Ideal,G,VVS2,61.6,56.0,775,4.47,4.49,2.76
24943,2.01,Premium,J,VS2,60.5,60.0,13400,8.13,8.09,4.91
2175,0.81,Premium,D,SI1,60.7,58.0,3135,6.07,5.99,3.66
17712,0.41,Ideal,J,VS2,62.2,54.0,613,4.76,4.79,2.97
10704,1.03,Very Good,I,SI1,63.0,55.0,4848,6.37,6.42,4.03
14573,1.03,Premium,H,VS1,62.4,60.0,5883,6.48,6.43,4.03
26214,1.56,Ideal,G,VVS2,62.3,54.0,15609,7.41,7.45,4.63
30121,0.32,Ideal,G,VS2,61.8,57.0,720,4.42,4.38,2.72
27253,2.29,Premium,H,SI2,62.5,58.0,17666,8.43,8.37,5.25
43877,0.5,Very Good,E,VS2,62.1,62.0,1451,5.08,5.1,3.16
24116,2.01,Very Good,G,SI2,63.3,56.0,12271,8.06,8.01,5.08
37510,0.34,Ideal,F,IF,62.3,54.0,985,4.48,4.51,2.8
44725,0.47,Very Good,F,VVS2,62.1,56.0,1616,4.96,4.99,3.09
51256,0.54,Ideal,F,VVS1,60.8,56.0,2356,5.28,5.34,3.23
6807,0.9,Good,D,SI1,64.4,60.0,4117,5.95,6.0,3.85
5210,0.9,Premium,D,SI2,59.8,61.0,3780,6.21,6.17,3.7
15204,1.01,Premium,G,VS2,62.9,58.0,6108,6.39,6.3,3.99
48626,0.7,Fair,E,SI1,57.2,66.0,2000,5.76,5.74,3.29
25114,2.02,Very Good,H,SI2,63.1,54.0,13655,8.09,7.99,5.07
31041,0.38,Very Good,I,VS1,62.0,55.0,750,4.65,4.67,2.89
6917,0.9,Premium,G,VS2,62.8,58.0,4137,6.14,6.09,3.84
43252,0.38,Premium,D,VVS1,61.4,59.0,1400,4.63,4.66,2.85
15498,1.0,Premium,F,VS2,61.6,55.0,6209,6.42,6.34,3.93
33419,0.32,Ideal,H,VVS2,62.9,57.0,828,4.39,4.36,2.75
34465,0.38,Ideal,F,VS1,61.3,56.0,865,4.67,4.7,2.87
26780,2.01,Very Good,I,VS2,62.7,58.0,16626,7.94,7.98,4.99
15202,1.01,Premium,G,VS2,60.6,61.0,6108,6.4,6.33,3.86
1671,0.7,Very Good,G,VS2,61.8,55.0,3026,5.69,5.74,3.53
8429,1.03,Premium,H,SI1,58.6,61.0,4406,6.64,6.6,3.88
45753,0.61,Premium,G,VS1,61.7,60.0,1704,5.46,5.4,3.35
20065,0.31,Ideal,F,VS2,60.8,56.0,625,4.38,4.41,2.67
28879,0.31,Ideal,D,SI1,61.8,57.0,684,4.37,4.33,2.69
13037,0.36,Premium,F,SI1,61.1,59.0,600,4.55,4.59,2.79
45839,0.56,Premium,F,SI2,60.2,58.0,1715,5.36,5.33,3.22
51899,0.71,Ideal,I,VS1,61.5,60.0,2432,5.7,5.74,3.52
47678,0.51,Ideal,D,VS2,61.9,57.0,1882,5.13,5.11,3.17
35585,0.35,Ideal,D,VS2,60.5,56.0,907,4.63,4.6,2.79
33904,0.3,Premium,E,VS2,62.1,59.0,844,4.29,4.27,2.66
11669,0.76,Ideal,E,VVS1,62.2,55.0,5056,5.86,5.82,3.63
17864,1.51,Good,F,SI2,63.7,59.0,7208,7.15,7.26,4.59
42966,0.5,Good,E,VS2,57.8,60.0,1365,5.2,5.29,3.03
322,0.71,Premium,F,VS2,62.8,57.0,2801,5.69,5.64,3.56
11264,1.16,Premium,G,SI2,62.5,58.0,4969,6.72,6.68,4.19
32305,0.28,Ideal,G,SI1,61.2,54.0,455,4.22,4.27,2.6
5445,0.9,Very Good,J,SI1,63.4,59.0,3830,6.14,6.1,3.88
43980,0.32,Very Good,H,SI2,60.4,59.0,393,4.39,4.42,2.66
41376,0.5,Ideal,I,VS2,61.6,54.0,1220,5.11,5.14,3.16
34578,0.43,Premium,F,SI2,61.8,57.0,871,4.88,4.83,3.0
5077,0.91,Very Good,E,SI2,63.8,60.0,3751,6.05,6.09,3.87
46670,0.59,Very Good,E,VS2,62.3,55.0,1789,5.39,5.43,3.37
17083,1.52,Premium,D,SI2,62.4,59.0,6810,7.36,7.29,4.57
5614,0.87,Premium,D,VS2,59.9,59.0,3873,6.2,6.16,3.7
10753,1.01,Very Good,F,SI2,62.7,55.0,4853,6.32,6.4,3.99
6939,1.0,Fair,E,SI1,66.3,62.0,4140,6.27,6.06,4.09
52260,0.78,Premium,H,SI1,60.0,60.0,2489,5.93,5.92,3.62
26351,0.32,Ideal,F,VS2,61.9,56.0,645,4.37,4.39,2.71
17064,0.32,Ideal,G,SI1,63.0,56.0,612,4.38,4.35,2.75
347,0.72,Very Good,F,VS1,62.2,58.0,2804,5.75,5.7,3.56
40889,0.56,Fair,F,SI1,61.6,61.0,1176,5.38,5.21,3.26
9031,0.27,Ideal,I,VVS2,61.2,56.0,587,4.18,4.2,2.56
22151,1.51,Ideal,H,VS1,61.2,58.0,10186,7.36,7.42,4.52
15870,1.0,Ideal,G,VS1,62.7,54.0,6349,6.37,6.42,4.01
22431,2.1,Ideal,I,SI2,63.0,56.0,10457,8.18,8.15,5.12
12524,1.1,Ideal,E,SI2,61.6,56.0,5263,6.63,6.66,4.09
18900,1.61,Premium,H,SI1,62.8,58.0,7754,7.47,7.4,4.67
31232,0.44,Good,F,SI1,63.8,54.0,756,4.8,4.85,3.08
44176,0.57,Ideal,F,VS2,61.6,56.0,1567,5.34,5.37,3.3
43493,0.54,Premium,G,VS2,62.7,58.0,1422,5.21,5.25,3.28
38949,0.31,Ideal,H,VS2,62.0,57.0,489,4.33,4.38,2.7
53177,0.71,Premium,E,VS2,61.3,59.0,2630,5.7,5.76,3.51
